user_id,year,num_friends,votes,num_reviews,avg rating
o2nV6JuhnaEyPE0k2M1y0Q,06-11-2007,377,817,1138,3.66
pKn_H1nkgrwJS6TuHODsvQ,05-07-2008,158,1189,427,3.99
-7IMRsmV-Gt7KAK3yivZGQ,26-02-2009,159,4936,444,3.63
hizGc5W1tBHPghM5YKCAtg,22-05-2009,6750,22393,1239,4.18
hsu9lyXiAX5dQD4lLzYyyA,31-07-2010,370,1204,1429,3.47
9w4vI3LRTA4JdJyzOxeEMw,21-04-2010,162,1186,190,3.88
yJP-54fC6lpYXXl5X0JyJw,14-04-2014,167,2180,176,3.94
YttDgOC9AlM4HcAlDsbB2A,02-09-2009,3794,38544,3039,3.56
YRcaNlwQ6XXPFDXWtuMGdA,16-06-2009,439,1841,1729,3.41
9IRuYmy5YmhtNQ6ei1p-uQ,05-06-2009,341,995,578,3.76
A7Uziq2Rm8F5xevaMrAbjQ,16-05-2012,637,2034,294,3.97
PAeEkjrXTub0ENa4rZiWvA,11-10-2008,868,1775,156,4.47
FgHMbc54PO0zBPW279HJYQ,24-05-2010,303,1579,304,4.1
Q6Dcxo3_lNCzkqK7J3FL7A,12-07-2012,249,709,500,3.75
aXf5xoGRB9c1MEsG8keZyw,31-12-2012,179,1405,699,3.3
60hAJJcv1_KhdOBC9P-CBw,27-09-2007,538,965,369,3.88
EtBYV4tWrKH6jR0RCwV_JA,25-09-2008,267,853,217,3.77
V7uS5US4oTf-S9u36HJQCQ,22-12-2011,868,4719,415,3.4
nXMMoDzXRByQiWH9cf-FAQ,03-07-2008,1105,11274,790,4.14
E3dfnSs-DAQCw4Qf7J6zGg,18-04-2011,2006,38288,435,3.9
H8mXfh5XgGCqmMLwVH7k5A,05-09-2010,368,3372,425,3.86
E_Ts8j758tpiAZknHR7k4g,03-08-2009,302,2281,284,3.74
R1bIQRSNg0us37blGV5JrQ,12-07-2010,221,2759,498,3.81
4qJME-01inmlf4ysMKPeNg,11-02-2007,306,2060,718,3.63
MZ70U0pR16IiZEfxVmkyyA,05-12-2013,256,812,166,4.01
Ynh5YbifcFvaJRJksiF81A,13-03-2012,208,1484,194,3.76
Of-owAFByl-3NWM8PTgjXg,10-03-2010,718,1164,203,3.59
2wzBYj-J0xQ2RWD46cDI5w,20-03-2008,274,15164,794,3.82
FcdKOJBmez810jR6aaOIbQ,25-04-2011,1065,4221,356,3.22
NjLRgbRZiwEIMpAgXypJtw,25-02-2007,184,4875,273,3.3
om5ZiponkpRqUNa3pVPiRg,18-01-2006,5092,134628,2527,3.93
dceUPs8J893qgE6GsBKXiw,14-08-2009,156,827,270,4.22
6aSVrKFKo8GyfmU6VmGYTg,25-07-2007,203,2660,181,3.88
v6J_GeMsl6XTT-ZsV6ApHA,14-06-2009,508,2935,181,3.86
1sGYXSkJHPhJ6wQtc-RbZw,12-07-2009,653,1425,616,3.82
6ZC-0LfOAGwaFc5XPke74w,16-07-2012,386,814,355,3.72
fwSsSQXLvip6MkayAa_vyQ,17-10-2010,345,30284,1053,4.29
WPNYp3IyJpOSJ4bhFbYAcw,20-09-2010,203,744,170,3.96
lU_aNRWw8edBmIi5_NARmg,30-05-2008,320,893,328,3.75
VdUjcjZeSF7sH8Z-OZfIag,03-10-2009,209,938,1023,3.49
PEkp7T-uOgUq5AIQ5obt2A,13-03-2008,295,4241,402,3.78
MkFySOILZ4yhADa-0tZWZw,05-06-2011,188,3254,242,3.69
Ix5V2ZXa5V210Hs2zddbHA,15-07-2008,234,12289,584,3.63
J56C7Dc9E7Q0mpMTJGW6Qw,06-05-2009,269,1805,438,3.29
fkMiipV4j_DG5nSoBnZvbg,02-03-2011,268,5144,427,4.02
orh0HRUNCWuQMt9Iia_osg,12-03-2013,152,1094,397,3.48
w-w-k-QXosIKQ8HQVwU6IQ,13-03-2009,5964,138241,2724,3.24
NXtWzfYKquDNAE6J3vWAgg,13-12-2006,316,931,211,4.26
yNE7_6V-78CZ2cnmjO5mIw,01-04-2015,793,4624,675,4.04
TQXEFaoqo66USjGzCk3BDg,13-05-2011,432,775,189,3.72
YIMeEHUYm69m-Mqf-NjPHw,13-04-2009,254,1101,545,3.95
sYQyXDjGaJj7wfaqz5u8KQ,06-01-2007,234,3955,709,3.98
zU1NJ6v-z785blB05y1ivg,10-02-2011,599,3323,457,4.1
LFROYWpXtMU_f5nQtVkUYQ,16-08-2014,207,13221,288,4.03
E43QxgV87Ij6KxMCHcijKw,26-03-2012,1878,2048,516,4.06
Bsbumyr3Of8BauN2URK4bg,31-08-2009,1291,4487,454,4.32
BOU25_BWQnLdFJBKUe2XdQ,25-11-2008,353,1917,1785,2.63
4IZxXA8XxeUXEjNf6yZamw,25-07-2013,191,2560,174,3.58
qmSSQNWodZTVCFAk6mjYqA,02-04-2011,330,3872,504,4
8qtsJtmefjJZIFM6_Ksd7A,08-04-2006,438,881,868,3.48
9akppeqi5dnaIqPyJ75aCw,01-04-2009,1357,2767,2301,3.71
XYSDrIef7g4Gmp3lNFVO6A,19-07-2007,1376,80154,4053,3.92
mnc2mcLdiWK5l3aWZWLvfA,12-03-2008,159,1486,674,2.99
QG9ZJatKSWj5p5VrW3cfMA,18-02-2010,329,3139,236,4.24
Hgg-NXs0ikGRLLbmppi00w,26-06-2007,217,8203,796,3.72
U6ZW22QFOIgkuV53emzIbQ,12-09-2012,167,5832,969,3.2
9EeEpkZg5jV18N_KvrcT6g,08-06-2009,464,4623,1085,3.65
0KjqHIouprEuBr_8A9BJ_Q,20-08-2008,762,12564,1106,3.98
#NAME?,16-12-2012,889,25348,1819,3.6
6MM9Yqn7UBM8tmpSHQHAAg,13-07-2011,978,13210,531,3.85
VHoz-_mf_jFQCINNkBMKSw,18-09-2008,228,869,154,3.72
4MzTss4Hn2sVvwb317xxpw,29-03-2010,262,1174,588,3.99
YzjsknYAU95hM3mS0HJljQ,06-06-2007,314,896,321,4.08
Yej5B4nd8PqpHMQcmCTDrg,14-09-2006,601,5312,554,3.73
C6LV0p8L6IfBfh1YFRkWzQ,16-07-2008,1892,15292,1207,3.58
cImvLb3Wvd5EZ8SRjKAPsw,14-01-2009,485,4832,283,3.87
T5VC9R9QSgpKVdZfUP5yEQ,15-07-2010,169,1815,390,3.64
NoOaVw8YAe4SlgWGLWMY8Q,15-02-2009,2493,2092,1563,4.06
1xqwVCfdpmjNjm4tDsEslg,12-04-2009,1284,9701,232,3.78
N--OQqLEjW24WHZrDfI_JQ,14-02-2011,655,1795,514,3.74
JZTO-ITjHXwa3MiDnnbz4Q,09-09-2010,321,2940,224,3.88
Dussqojz-FcaO6QkkQ2g6Q,25-04-2006,819,1426,448,4.09
77wo69hNeqoPVBRRLzO1hw,18-03-2011,857,1668,446,3.56
o-aM112oDNFllAt_ddGGug,22-10-2010,173,2165,159,3.65
kUXozMM-hvcSW87bM21RMw,23-11-2008,1378,37291,552,3.97
j_orXueAYJBft-VUNbs1IA,24-12-2010,472,3827,1555,3.46
RgDVC3ZUBqpEe6Y1kPhIpw,23-02-2009,4685,34364,1280,4.17
o6__ZWGttmlxG87FuHcF0w,20-03-2012,291,718,164,4.14
vhrp6p6I8FgwfW1FFnOMsA,27-12-2009,310,10638,756,4.33
s-591-mtIyP7F1Lffw98jw,29-11-2011,637,901,164,4.04
ytVf6Ar_QwqFiL08plIfOQ,05-02-2013,1111,1752,350,3.41
AMP14kl74ZmETwdNposPNw,01-06-2010,956,971,367,3.88
IOC3Iuu8t3hhtPMt9ibmpQ,02-04-2008,591,2538,816,3.47
uTsG5j9CTemtQOJfz3F-bA,18-02-2008,468,5850,406,3.59
VpqKcpEq2rgoS7Jlb_Aj1Q,14-07-2008,302,2035,180,3.4
3tCCjRLxIsQB7vdhzBCiXw,26-08-2006,344,779,511,3.33
UQa9RqoJZWAawzqN-2pT2Q,28-01-2008,1643,2985,1397,3.4
CwBh8Fmr07jFYBKZ2p6Mqg,23-08-2008,670,5332,649,3.93
AzN4B04BxO5bV1lvSou8Qg,31-10-2009,508,1024,487,3.69
RhpaXVpwiMoVs4gQMehauQ,14-02-2011,441,770,1071,4.1
D0CNNFo5-ut11tMQ1__Rxw,05-02-2011,2037,1544,724,3.72
i-CZiG-fDcvK5vc4-pwMKg,28-12-2008,234,1409,367,3.79
iSqAA0keruU-ZZro7jW0zQ,15-08-2010,254,1139,1177,3.54
UKv5imCvBbxEeGFlphx8pQ,03-08-2009,1266,1187,721,3.89
HsTEfv2QiJBI1VclnVsxnQ,07-02-2008,312,6985,557,3.45
bzU8Cl6B9nqV1i5NReobvw,14-12-2010,1783,2389,178,3.25
DC1hfeeSaYr2E1xwiEL81A,19-10-2012,504,3613,654,3.92
dAFchO8ZQvgeAV3ryYNtKA,17-01-2007,425,7535,735,3.46
0zRLjgw0PQUwqiUCOIgShQ,08-04-2008,1545,27417,535,3.81
1UKab-nmvbBoyp6y6f052A,18-05-2009,294,3983,538,4.16
rplzMW65JoaMhETvkAKacQ,20-05-2012,2328,4869,567,3.79
8_Hs9Bh5tgFdc_1ycxHChg,25-05-2009,299,3232,604,3.81
f6AIy9FfE-8wzSTKu-Brig,15-12-2008,251,2916,415,3.48
ACUVZ4SiN0gni7dzVDm9EQ,15-03-2007,5886,46051,2001,4.09
t2LoCqGXkr5mPtu2a336SA,18-02-2012,1474,757,742,3.87
iEONL-v4W46yliYsovCP_g,24-09-2007,771,11662,893,3.61
YsnVq-tnmUoCjO5d47jFFw,10-09-2008,1488,1873,179,4.11
ECjfeIqrQj6e7VXVCTOleA,24-12-2012,471,11141,530,3.83
iNIxjH-qoi0DW-0M2ML2DA,25-07-2011,302,7087,631,3.72
S90cznhfdL29yMSEZ_EnJQ,03-09-2009,1369,5738,1367,4.05
G7Q8GXHvyRSv7ZsKCEj0mA,31-03-2007,259,6265,202,4.15
VigsAph76fP7pechJ743EA,15-08-2010,275,42737,428,3.66
vsfG95vDU20d7upU1Zs6uA,25-06-2007,692,1647,478,3.71
-ugFDhdMt-p8-2dA-Tmxiw,08-08-2007,474,4599,399,3.71
GwlrUwkULm4ZLN-Kum5nag,20-02-2007,784,2649,3639,3.68
NRrNQ5xHn_7Fu4ctlpKLbQ,31-12-2006,302,1705,812,3.41
yn2XZisiCwMdWBk4r8UWyA,17-05-2007,524,1032,282,3.88
BCAr4PSRSvAC_Ev7FLUlyg,08-03-2011,1420,4001,358,3.64
L5uRYpL9arVGueEetKjmpw,13-03-2010,706,1388,229,4.02
FLnezz8xtPAP1c4-RHfREw,15-06-2008,272,2665,264,3.76
x9_Hh1Y6DvoibgUBIvjO4g,29-02-2008,308,3063,359,4.03
cJVqHvDLN9g3GE4VfxDbZQ,10-12-2007,372,700,663,3.52
Wo_ASbM3pzJ4r1Qf6CcNOA,26-05-2008,306,1188,552,4.17
#NAME?,23-08-2006,252,933,315,3.81
krz6KPtOMU4Z0cMCGaacCA,23-01-2010,212,6471,1018,3.61
Ed20T0T3jkAqVBBiyXju6A,06-03-2008,378,927,1719,3.59
eyHW_diFXlqqL9EMu4LeHg,23-07-2008,251,2029,767,3.77
K0zrsXqu55JPwT4dnvNUDg,04-01-2007,460,1964,813,3.81
HyAAsCY79JtNBjjU7pn_dQ,04-11-2009,282,5362,566,3.94
RLjGUllu7Ne2owXf-QGcXw,31-08-2007,325,2651,261,4.02
t903_es-gp3abvdrIQutQA,21-01-2008,1524,1851,961,3.74
dOFyIGbyfB69VB4pnoKqQA,16-07-2012,482,6473,262,3.33
V6PeLHJ8D1C7utl4HzjBmg,26-01-2010,1382,7262,355,3.42
#NAME?,16-02-2011,204,2208,860,3.87
2ZiSwXWsyfhXlFb7x1sgJQ,25-03-2006,266,867,567,3.6
ASLIke5kbn7Z95wT_otaUQ,10-07-2012,351,1203,351,4.24
vhSV8oeKlNGdvB_LIy9lyQ,17-05-2010,235,1170,811,3.73
iQbqQwF6ttvdMbpbqEGIaQ,02-12-2006,337,3078,1298,3.55
gRc9-suom7ptcEEOmemyjg,06-11-2008,248,1476,427,3.93
qI3uzegMdq3q3WxAajECGw,11-08-2009,3387,10536,770,3.8
ia5kvJxYR8gPItl9O4W0Mg,22-09-2013,153,988,238,3.97
BQFRRP3Du-ZWgn9hZgiJhA,21-04-2007,370,941,299,3.48
_ADnCcFfZrKuCUdv2SD-PA,23-07-2010,592,2615,551,4.13
v_phwmv6fky4cq9dF1WyhA,09-07-2010,362,704,449,3.48
r7RdCrF0SpzFoUWFb_8oyA,16-03-2012,489,1529,478,3.68
ybIoXWnrkfC12PJKTs7pJA,15-04-2008,445,2582,673,4.06
6QNXlHNfeamYi6yLY6UNyA,23-10-2009,498,2711,247,3.03
xkGP6IEypSiyGziN7w1KAw,06-10-2008,409,1343,358,4.08
rbjxHzI0KBc15INsr3hZow,26-04-2011,171,1041,433,3.53
2yGQ2zhdHMPUzt72p1g1MA,03-10-2006,228,958,329,3.74
KVehpTNCERwMGAx-h9MR-A,04-05-2006,1216,22235,434,4.04
eCcjxh8zjAqn-kZVWZ_HJQ,07-08-2005,392,987,1087,3.85
Ry4Qxi__pgkvL2Dqdlolww,08-01-2008,721,5809,712,3.72
NHY4mU-Bz16YEsnAeu8pwA,02-03-2008,283,5505,571,3.72
Np2q37v8xL_r01XJRPfvnA,04-09-2011,168,3282,667,3.58
Gfxb_D1k8tueAoGn4cseoA,08-12-2013,438,8723,775,4.24
i_jd3iv5V1eQFd33DdSoqg,09-07-2009,151,993,231,4.01
9df8KToLljo-v--Wke2W1w,23-11-2008,807,2672,1300,4.13
CZ4tdIXmiiMQHQ62lesnKw,31-05-2011,514,1098,318,3.58
XylT12exfdLiI_3uDLVIpw,19-10-2010,755,801,341,4.03
cp0zNS_4chviJdhrSbEdqA,17-02-2012,231,10984,257,3.75
TkXGMjczu5FcQFooyhYNpA,25-08-2010,649,2417,571,3.89
6ce1NSAUt1Kr7efrLI8XQA,01-06-2009,2397,22514,1886,3.59
0ISAHQe1Tojcpj8RqVccgw,27-06-2006,308,17251,364,3.99
IfUap3l-UVc7-FH_j8wPFw,26-03-2006,346,1869,472,3.82
09iTre0ib6VWsiq4484zCg,04-03-2009,588,21162,356,3.64
pbzeNgmK2qPhkZQ-M-7iCQ,26-01-2015,218,1149,356,3.35
gGjQnTix1FeRPsOilTselA,11-03-2009,170,8149,255,3.51
if0KeBZJl4okoZfYCMTAgQ,25-08-2008,722,893,463,3.62
4CA-qAu_Pbyn84JcNZnN-g,20-02-2010,791,9866,976,3.92
Xsuv6bKcPUVDWih0DtEBbA,16-05-2010,165,8473,454,3.96
jqp5BEMzEUIWTCt6pezS2Q,29-01-2009,495,1587,824,3.87
Mqj9KWq5qGIqoVONjAFLHA,17-05-2012,203,709,227,3.86
LuO3Bn4f3rlhyHIaNfTlnA,04-01-2007,591,1315,356,3.57
VbhQF98kILGyc_-YHrysRw,18-04-2007,321,2545,745,3.34
8ZryN_S-n48g6rsa3W3QtQ,27-10-2008,1793,75320,1868,3.33
mzHRaYLoV-lwX79HghP6lw,10-09-2009,209,1470,286,3.7
MoCD_-Eh_j6-dI0V57hG9g,25-09-2010,472,1862,1113,3.67
lxt4LomsbAjBvk5POhDTEw,14-09-2009,512,45367,803,3.65
u-rO_1IR1d4xibcYHA4zTg,26-08-2010,1698,3116,814,4.14
RlXfOTtpgTfcisRmukrGbw,15-12-2006,974,15448,1489,3.95
KKNnYagjyoR4ZCJhrEs1PA,18-09-2008,485,4250,318,3.84
EbbOIQ5oAamS9D_B_7cC7w,26-11-2008,537,2520,1065,4.11
Qa2NoSc6DphQArihBgY9Gg,28-05-2007,681,2900,945,2.91
BlCUcLsQwaRBfNDcDs6VpQ,05-03-2007,284,1733,334,3.79
6AMwQ8cFWIKGbGpVwehkfw,02-07-2010,236,785,172,4.01
3-t_uaPKVQQmOUAIu7C-PA,02-02-2009,4541,47513,860,4
glf-od37h0tylrqnAqcnXw,09-07-2007,368,27953,195,3.77
U0vzuP_b7vwX8OnLkXaQFQ,06-09-2010,907,4797,220,3.62
A5A34ixb-yy6nwL42iZsnw,21-10-2011,1186,4678,352,3.97
DTWtZJAIPMrZJwUJV0DJmQ,03-03-2006,720,1088,276,3.75
vq6bB7vxk1lzOgqcv5hlmA,23-02-2013,181,4353,178,4.19
4paWpLov6LjpsNNgE1fhSg,16-10-2012,2509,38544,778,3.99
e6iCOIhtupBCiw-VwBvJ4A,17-07-2015,1129,7179,347,4.39
AEowRtLGb_AdqFAZ8e6C9A,20-04-2010,185,1582,917,3.89
HiKXqt366G3FmHZyIxM20g,27-09-2010,212,1707,321,3.71
zwo4S612wfakZodLQ8aMIQ,04-08-2009,218,2243,176,2.16
o5PjjS1IxZ8rvBKSFZeM7Q,09-07-2007,436,2332,573,3.91
4UlC9tI9DmsTgRb9XibrYA,19-03-2010,528,1349,153,3.37
pou3BbKsIozfH50rxmnMew,11-01-2012,3129,34587,1500,4.14
5zzP3HvPaGjtVYiIvRd6Mg,02-11-2008,594,945,583,4.01
gUkqdzdD0jhqsjM-AZAWVw,28-04-2007,386,2281,245,3.65
_oEWe8fnyAif0sBYrju-Lw,15-03-2009,539,4778,513,3.44
R3jMcisnWU-gjjSXgWNXvw,16-01-2008,474,1691,723,3.78
H42JuS0bQLf_G0iXeNUpwg,06-01-2006,833,1013,536,3.99
4vavTfDI0A2Dc3xlowx2Rg,14-02-2011,890,2418,345,3.77
4N-HU_T32hLENLntsNKNBg,16-01-2012,398,1338,172,3.55
2U5HQ02qNoiP8mpiRtJ_1g,07-08-2008,160,2806,233,3.66
liDy_VOjCGwHeN1t5HT6bg,20-01-2007,239,1015,316,3.73
0kSXMbNFo7mdwTPj4iQv9A,25-11-2008,1393,3605,1016,2.98
1vXJWH7L0IMEz5-8aU3SOA,25-08-2006,6515,102180,820,4.07
vjjOAKIzy-bF1DeL8ynfow,25-06-2006,515,1957,420,3.62
SZ8qITipYmexfotE5_UaQg,07-03-2007,462,3226,407,3.72
dmRueUwj0JMTlNZfTj3ZWA,15-02-2011,209,6013,505,3.62
93vyTaJgzQRQO4Zs9Cg_pw,19-10-2011,296,3100,672,3.96
XrlYaTPoZTpi-iluryFNcg,20-10-2008,402,2621,795,3.27
rGyxhmfO0lvOHswUndr0xQ,28-07-2010,894,1283,820,4.17
nYIH8IHzWp3j33L3qsAz5Q,01-06-2007,226,1028,434,3.69
vQAM8ZNOl9mzScxdwSd1DA,10-10-2010,212,2350,516,3.82
EE32bpeFFBwQZIc4meabgw,27-06-2011,251,1408,463,3.97
t3T_2Pn62Ru9OFtXud_PYw,22-07-2007,243,1471,219,3.93
vxR_YV0atFxIxfOnF9uHjQ,16-06-2006,660,5323,335,4.11
pSysvCl955tfHOcY8Guycg,08-10-2007,159,5359,237,3.82
5mog-DEw97elBQb9NQjisg,20-08-2014,251,28002,426,4.36
3OxW-xQZCOMs1Se9Jes2VA,29-02-2008,781,1123,204,3.74
W3KasfmypfX0UiolENaaHw,17-06-2007,290,1439,497,3.95
9gZ4pQHdK6v8xMLig6EEFA,15-05-2016,306,9195,316,4.29
d0yPidFLXxYInBxZ9adZ2g,18-12-2008,206,1621,292,3.83
Jjuc1_S7cSPP6SUZbBHy9A,20-07-2010,327,912,718,4.17
NsqDhj79N8x5NamFCRLAsA,27-05-2008,610,1889,894,3.56
D4IHMxZwxZRZMvkMEeSb1A,13-10-2005,434,780,562,3.61
pwQ8E-hbDUJe3qtKt_IBBg,16-08-2011,346,1447,507,3.51
6EWIu6Ea04qcFAL3XSalvQ,21-09-2012,5194,37358,1298,4.07
ca1k8LZ6J-EmI-hXkzjN0A,24-08-2006,718,4507,420,3.87
zkg-1BFMTZrsKy7mjRrrsQ,14-07-2008,214,819,767,3.91
gQVH0CSYRWjuwr8UTKMuog,13-09-2008,438,1357,330,3.52
i4wM3WuT_PYZytu-7XCnVw,25-06-2007,510,15160,396,3.55
ZlPIH7AlzBc2rDlK7Cas9A,26-02-2007,271,1217,397,3.76
1BjI1-O1gxSt8TRO0yD8Gg,04-01-2011,176,1735,168,3.66
W7ze3kEq4Br2JIOPP8okNA,07-04-2007,418,1195,781,3.25
Dgk0Wdoh7HPjhKQEPBU_jQ,25-04-2014,187,3402,168,3.68
0JgjdJUgsMxh8U9-RWSomw,01-06-2007,749,1402,597,3.91
4P8EDoVkcSLJs2XP5DJIPg,19-08-2005,170,890,407,3.57
A8TRpa--43-mbig73xfhrA,22-08-2012,697,12521,177,3.87
JnGtgOPpkjyWOvWM0SYEXg,29-03-2006,3384,9437,3021,3.37
c8YOUQ1Lz645fopLMNEAnw,25-06-2007,733,3777,533,4
C1kTSvNdJH_S2bBhitr6ZA,09-11-2008,458,5197,927,3.9
iqF9DSNzYKPtPmBE5byK4g,07-01-2007,225,1214,651,3.67
uBLAsFU2L6G2z2nOc11ppQ,17-11-2011,210,22605,253,3.47
VFxrLIlgApHIdOCrkAYIGA,30-09-2008,262,810,368,3.72
v-gCiEr8vr9JnMkkR5Uq_A,27-07-2007,151,4779,208,3.53
nkN_do3fJ9xekchVC-v68A,12-10-2004,6711,37883,1301,3.68
x0hBZsmBTYxhjjx0MShz1A,23-09-2009,535,1502,192,3.95
3LC2sKfvz_nWuJquUDsNnw,22-05-2006,191,7627,361,4.36
JVM2ebglqYyxyCB0hlr5sw,10-05-2013,230,1929,222,3.62
sm6AzP6HSQhI9j9V_oiPWA,23-04-2008,931,2334,1195,2.94
6EHbIv5w2I4XbXs3dG_D1Q,08-04-2008,155,17318,1888,3.64
hGYGNZsPhcRuLgUVWR_rjQ,23-02-2011,757,8414,270,3.76
7O1_x_3IlgjpY9BkiZ16xQ,29-01-2011,653,1152,827,3.7
syvwUKQJ4OYfmL_ixVLMeQ,30-06-2008,2515,10849,3809,3.27
UJEjJgi1xpmLR4b3J8fn2Q,13-03-2010,370,9988,305,3.63
Sl5pPtwzI-_BoOYhP0BCxw,19-01-2007,574,22022,187,4.06
zOxFYwqq8Iwhsqm_jm016A,07-08-2010,768,977,272,4.13
VHdY6oG2JPVNjihWhOooAQ,21-07-2005,6360,60445,1782,4.18
WWnhqRnWWjutMqh-2SzEuQ,09-07-2008,3780,1081,2795,4.14
YCojkf140pN7s3R2kVM9VQ,26-11-2009,835,16904,904,3.61
x4dMlJWPH-iaNqdDoRwmqQ,10-03-2005,416,915,870,4.29
HpgDCyQGSR0TzYi00-wLew,21-12-2007,196,2384,332,4.07
AK_jwiwOcW4YU-dlh-uciQ,14-11-2011,338,29223,1567,4.34
VWmuhCSYSJyAuXRyckp1tA,20-03-2011,696,32570,793,3.81
Ffa1cXIvFAy8H1sorICaiQ,27-04-2006,471,2991,724,3.65
_ntA5HPDzqBgwg7S3s7w7Q,15-03-2008,253,1074,555,3.96
bNkUkCOWnCuJ-9B5ELHbaQ,03-03-2009,258,3135,925,3.68
_K9sKlA4fVkWI4hyGSpoPA,22-09-2011,336,24691,1023,3.7
cxbNoom5vXFvQZKHKtE_Dg,24-02-2011,198,2162,254,3.69
wWXcjHOsACqRyoCT6wKZEQ,02-04-2010,639,861,365,3.93
huUq7cTpNnKbt8kQENu4aQ,09-12-2007,405,1258,381,3.87
a8LG4S-7mRkia3uA_S8tow,16-07-2010,227,6225,553,3.55
OfdX0DGrAET9jqn_7gkXww,05-04-2007,621,3478,942,3.25
7lsk7VJ4OvaTxtdcNeSjZg,04-10-2009,375,2043,296,3.98
#NAME?,29-09-2009,2881,4691,224,3.7
qX_U1mWpSKknGvQGuhut4w,30-06-2010,365,6258,730,3.79
qEX4Rz0nzYFlxK3cAvI7tQ,20-02-2008,249,731,427,2.96
A2h-A8htZOfhJlGQNSx8LQ,30-08-2011,1020,3985,438,3.33
5wVMvCjRp2lVHvAsi15hAQ,29-08-2005,319,1659,505,4.11
TA86D8aHueRu1tIag_lK2Q,07-04-2008,288,13429,319,3.73
_BcWyKQL16ndpBdggh2kNA,29-05-2008,2985,61551,3735,3.67
ISJ860z59OPGcuBbo-kjXg,13-02-2011,565,2463,457,3.89
0CKo5RHHoN6AI7vSMnKV_g,30-06-2009,1083,66580,1370,3.91
yXIFCpTAJkKzyoWXm4opqg,16-07-2010,477,7260,767,2.64
fgkJ6KUlrmbKyLDQervxsw,26-01-2008,992,2537,1188,3.74
kpL9GJYRkE_DYV6dsM-Y_g,24-02-2013,435,1252,677,3.9
hD2p1CFI7ZYjzjc2rVSRpA,03-04-2012,557,9336,302,3.77
Zn8tgekH0oCfyk4SUtygoA,23-03-2008,342,4523,937,3.79
#NAME?,10-08-2010,379,1052,478,3.79
#NAME?,19-02-2015,3182,23010,1063,4.4
mDBAmEsyxuVTTT70dK-dqA,17-01-2008,427,2226,1431,4
0gEDwhSUIWIBz23MbLYMig,03-05-2006,1091,2169,693,3.78
ugNQV0isqQSAuuGzoK87sQ,29-04-2011,485,934,529,3.89
yfpMOZOSUK9lQ9_6m0J9iw,11-04-2008,151,711,452,4.15
_OvCZyc_iEhv1mvSSAFY2w,14-03-2011,160,1424,393,3.58
-3k65IY08ckDcOGQmf8BDg,12-02-2006,275,749,481,3.72
eUmVXP9UnoWtz9NSBwY4jA,19-08-2005,1043,13992,1053,3.94
BmGKtjhYkFvMR13-RubrOQ,02-04-2010,1894,7861,256,3.78
o84KZeqgy0YGLmz5I9P-pg,06-05-2007,493,11366,501,3.95
5_FJ63KkHxrxrSziNZG2ug,21-08-2007,179,8292,600,4.18
Sm-4JBZAys8bzoFYAZoITw,15-02-2009,636,27310,268,3.62
F1iqe4P-wgJ2zBHgZqtXUA,12-01-2009,156,899,907,3.36
RmXIjppHNtVveguN10iO1g,29-12-2006,1971,165809,1331,3.78
0MeivhX0kZCfV3zMtHtk9Q,11-01-2009,350,7723,771,3.68
C5QsUsQg5I3dMdLM02SXGA,16-07-2013,495,7766,512,3.64
3lUkFxUQKeMUYH7-z_kmjg,11-04-2011,1166,23991,1671,3.81
J7ka23aCUNK-v_yLB4AL1Q,18-02-2009,419,1881,761,3.34
WMS7LyRSINc1moEgDYDo1g,12-06-2010,344,795,643,3.52
1l_O3VEl9TV_JjKAzzyz0Q,05-01-2011,616,789,306,3.39
2bHSZhM0huV8LRh3YHaOSQ,08-03-2006,529,5159,1661,3.56
1dQiuUvvK8427TBmqj_4Vg,18-02-2010,921,3936,1666,4.06
MGqAAAAv1bCLybzsAZo6cA,11-04-2008,632,3389,372,3.4
L0hIDvoJUMNHSK_vEWGiFA,21-08-2007,439,1923,1056,3.99
rAAT39HF4khu-OdxBSr0jg,09-11-2008,384,12829,707,4.39
7OMW9n8tWNDg4eHGcDSL3Q,03-01-2008,167,2519,538,3.57
cctZ5e0OLd1g0jNdRk5Buw,10-11-2008,263,2512,737,3.94
8QKrhvVqhEkD8xo4E4s0GQ,29-06-2009,950,1020,878,3.56
nOcP-0PIg4REFX4JeR49aw,03-05-2007,419,6012,633,3.64
Bf87HcPERF9yiSjb2tQBqw,11-01-2005,487,2707,1597,3.6
KW38OXpDlH3Xd1LutwjaQA,26-04-2009,245,4275,313,3.91
dXnlJ6ELbqIAfB79g3t3ag,31-08-2011,668,1493,515,3.62
NRGJ4IvauajqqCbhT640cw,16-04-2010,4379,44270,921,3.85
l5J_HyR1xn8PkqZO3CVV1A,23-04-2007,1082,2868,839,4.06
TOrRfYRFuxx0k9HH7OC6pQ,26-06-2007,334,1277,284,4.15
GFyA9ULGAeD-xZEPto2y7A,17-01-2011,4422,1558,891,3.97
b4piTkDV1TiwjJtyWOZUVA,24-10-2008,420,1703,250,3.76
sOzeK0dE0BYx4Mc8dmoenQ,27-03-2008,2483,7009,2139,4.25
0ximOW5EKh12QqTPfAYXJQ,18-01-2010,612,1133,522,3.9
m7iiJlloCRfWaCPwQwTmpg,16-02-2009,445,2334,554,4.15
PVs2hLuFD8Eq3pVPzkSxoQ,15-02-2010,366,1628,329,3.71
5aCEquYmXUIsWmpUp1gqxA,10-03-2007,498,3107,1513,3.66
